"nume","ids","cod","activitate","disciplină","coddist","nivel","act normativ","competență generală"
"Recunoașterea elementelor specifice limbii române, comparativ cu limba maternă, în receptarea textelor continue/discontinue/multimodale, pe teme familiare","3.6.","lbcomRomMag5-3.6","exerciţii cu alegere multiplă pentru elemente de fonetică","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea elementelor specifice limbii române, comparativ cu limba maternă, în receptarea textelor continue/discontinue/multimodale, pe teme familiare","3.6.","lbcomRomMag5-3.6","recompunerea unor texte-puzzle","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Manifestarea interesului pentru lectura unor texte continue/discontinue/multimodale, pe teme familiare","3.7.","lbcomRomMag5-3.7","lectură tip ştafetă pentru reglarea ritmului citirii","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Manifestarea interesului pentru lectura unor texte continue/discontinue/multimodale, pe teme familiare","3.7.","lbcomRomMag5-3.7","identificarea, în timpul lecturii, a aspectelor pozitive și negative ale comportamentelor și atitudinilor proprii și ale celorlalți","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Manifestarea interesului pentru lectura unor texte continue/discontinue/multimodale, pe teme familiare","3.7.","lbcomRomMag5-3.7","realizarea unor liste de lectură conform propriilor interese și preocupări","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Formularea unui răspuns personal și/sau creativ pe baza unor texte, pe teme familiare, care actualizează tipuri de comunicare artistică/nonartistică","4.1.","lbcomRomMag5-4.1","formularea de întrebări pe marginea textelor receptate","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Formularea unui răspuns personal și/sau creativ pe baza unor texte, pe teme familiare, care actualizează tipuri de comunicare artistică/nonartistică","4.1.","lbcomRomMag5-4.1","redactarea unor note de lectură (jurnal de lectură)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Formularea unui răspuns personal și/sau creativ pe baza unor texte, pe teme familiare, care actualizează tipuri de comunicare artistică/nonartistică","4.1.","lbcomRomMag5-4.1","realizarea unor texte multimodale pornind de la textele receptate","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Formularea unui răspuns personal și/sau creativ pe baza unor texte, pe teme familiare, care actualizează tipuri de comunicare artistică/nonartistică","4.1.","lbcomRomMag5-4.1","realizarea unui portret al personajului folosind mai multe coduri (desen/colaj)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Formularea unui răspuns personal și/sau creativ pe baza unor texte, pe teme familiare, care actualizează tipuri de comunicare artistică/nonartistică","4.1.","lbcomRomMag5-4.1","exprimarea acordului/ dezacordului faţă de acţiunile, atitudinile unor personaje","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Elaborarea unui text, pe baza unei structuri oferite ca model – de tip narativ, descriptiv, explicativ –, pentru a comunica idei și informaţii pe teme familiare și/sau pentru a prezenta experiențe trăite/imaginate","4.2.","lbcomRomMag5-4.2","redactarea diferitelor tipuri de texte (notița, bilețelul, sms-ul)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Elaborarea unui text, pe baza unei structuri oferite ca model – de tip narativ, descriptiv, explicativ –, pentru a comunica idei și informaţii pe teme familiare și/sau pentru a prezenta experiențe trăite/imaginate","4.2.","lbcomRomMag5-4.2","transformarea unor texte după criterii date","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Elaborarea unui text, pe baza unei structuri oferite ca model – de tip narativ, descriptiv, explicativ –, pentru a comunica idei și informaţii pe teme familiare și/sau pentru a prezenta experiențe trăite/imaginate","4.2.","lbcomRomMag5-4.2","redactarea unor texte narative, descriptive și explicative după criterii date","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Elaborarea unui text, pe baza unei structuri oferite ca model – de tip narativ, descriptiv, explicativ –, pentru a comunica idei și informaţii pe teme familiare și/sau pentru a prezenta experiențe trăite/imaginate","4.2.","lbcomRomMag5-4.2","alcătuirea unor micronarațiuni, pornind de la informații desprinse prin lectura imaginii","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Redactarea unui text multimodal, cu integrarea unor imagini, desene, în format letric/electronic, pe o temă familiară","4.3.","lbcomRomMag5-4.3","crearea unor benzi desenate","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Redactarea unui text multimodal, cu integrarea unor imagini, desene, în format letric/electronic, pe o temă familiară","4.3.","lbcomRomMag5-4.3","completarea unui tipar în format electronic cu elemente verbale și nonverbale","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Redactarea unui text multimodal, cu integrarea unor imagini, desene, în format letric/electronic, pe o temă familiară","4.3.","lbcomRomMag5-4.3","exprimarea unor reacţii faţă de texte, folosind coduri diverse (desen, schemă)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Redactarea unui text multimodal, cu integrarea unor imagini, desene, în format letric/electronic, pe o temă familiară","4.3.","lbcomRomMag5-4.3","exerciţii de tipul „dacă aş fi (personajul) ... m-aş simţi/aş fi ...”, utilizând coduri diverse","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Redactarea unui text multimodal, cu integrarea unor imagini, desene, în format letric/electronic, pe o temă familiară","4.3.","lbcomRomMag5-4.3","realizarea unui jurnal de lectură care să conţină elemente-cheie de prezentare a unei cărţi citite şi ilustrații/ simboluri reprezentative","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Utilizarea achizițiilor metalingvistice în elaborarea textelor proprii, pe teme familiare, prin raportare la fenomenele de transfer și de interferență","4.4.","lbcomRomMag5-4.4","construirea unor enunţuri cu subiect subînţeles sau inclus, prin valorificarea transferului din limba maternă în limba română","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Utilizarea achizițiilor metalingvistice în elaborarea textelor proprii, pe teme familiare, prin raportare la fenomenele de transfer și de interferență","4.4.","lbcomRomMag5-4.4","scrierea corectă a denumirilor sărbătorilor, prin raportare la fenomenul de interferenţă","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Utilizarea achizițiilor metalingvistice în elaborarea textelor proprii, pe teme familiare, prin raportare la fenomenele de transfer și de interferență","4.4.","lbcomRomMag5-4.4","utilizarea corectă, în propoziţie şi în frază, a semnelor de punctuaţie (punctul, virgula, punctul şi virgula, linia de dialog, linia de pauză) şi a semnelor ortografice (cratima, punctul)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Utilizarea achizițiilor metalingvistice în elaborarea textelor proprii, pe teme familiare, prin raportare la fenomenele de transfer și de interferență","4.4.","lbcomRomMag5-4.4","aplicarea topicii normale în propoziţie şi în frază","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Manifestarea preocupării pentru a scrie lizibil, îngrijit, corect și clar","4.5.","lbcomRomMag5-4.5","utilizarea semnelor de punctuaţie şi de ortografie, în funcţie de intenţia de comunicare şi de mesajul transmis","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Manifestarea preocupării pentru a scrie lizibil, îngrijit, corect și clar","4.5.","lbcomRomMag5-4.5","identificarea aspectelor pozitive și negative în comportamentul manifestat în procesul redactării","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Manifestarea preocupării pentru a scrie lizibil, îngrijit, corect și clar","4.5.","lbcomRomMag5-4.5","redactarea unor e-mailuri ca formă de comunicare între elevi sau cu profesorul pe o diversitate de subiecte prin e-mail (întrebări legate de teme, de modul de rezolvare a unei compuneri originale etc.)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Redactarea textului scris de diverse tipuri"
"Manifestarea interesului față de limba română, ca limbă națională","5.1.","lbcomRomMag5-5.1","utilizarea jocului de rol „Eu pot vorbi în limba română/maghiară”","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Manifestarea interesului față de limba română, ca limbă națională","5.1.","lbcomRomMag5-5.1","participarea la cluburi de lectură/cercuri literare în limba română","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Manifestarea interesului față de limba română, ca limbă națională","5.1.","lbcomRomMag5-5.1","invitarea unor persoane de diferite naționalități cu scopul de a iniția conversații pe diferite teme familiare","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Identificarea valorilor promovate în literatura română, maternă și universală","5.2.","lbcomRomMag5-5.2","audierea, vizionarea de materiale în care sunt prezentate valorile comune promovate în literatura română, maternă și universală","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Identificarea valorilor promovate în literatura română, maternă și universală","5.2.","lbcomRomMag5-5.2","frecventarea/vizionarea unor spectacole în diverse limbi","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Identificarea valorilor promovate în literatura română, maternă și universală","5.2.","lbcomRomMag5-5.2","realizarea unei analize a valorilor promovate în literatura română, maternă, universală și raportate la propriile valori","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Identificarea valorilor promovate în literatura română, maternă și universală","5.2.","lbcomRomMag5-5.2","compararea unor texte (cu teme și motive itinerante) din literatura română, maternă și universală","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Identificarea valorilor promovate în literatura română, maternă și universală","5.2.","lbcomRomMag5-5.2","realizarea unui jurnal de lectură, valorificând textele din literatura română, maternă și universală","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Exprimarea respectului față de diversitatea lingvistică și culturală, față de valorile promovate în contexte culturale și sociale diverse","5.3.","lbcomRomMag5-5.3","participarea la evenimente culturale (spectacole, vernisaje, prezentări de carte), organizate de comunitatea română și de comunitatea maghiară","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Exprimarea respectului față de diversitatea lingvistică și culturală, față de valorile promovate în contexte culturale și sociale diverse","5.3.","lbcomRomMag5-5.3","participarea la excursii organizate în diferitele zone ale țării, având ca principal obiectiv identificarea valorilor altor culturi","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
"Exprimarea respectului față de diversitatea lingvistică și culturală, față de valorile promovate în contexte culturale și sociale diverse","5.3.","lbcomRomMag5-5.3","realizarea unor ghiduri turistice bi(multi)lingve","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Manifestarea sensibilității multi- și interculturale, prin valorile promovate în contexte culturale și sociale diverse"
